## Pass 2 – Canonical Category Merge

You will receive a summary of group assignments generated during Pass 1. Each entry includes:
- the original `section_number.section_title`
- the provisional `group_number.group_name`
- a confidence percentage

Your task is to merge semantically equivalent provisional groups into a single canonical category list that can be reused across future runs.

### Output Schema
Return CSV rows in this exact order (no header). Wrap any field that contains a comma or leading/trailing spaces in double quotes; never quote the confidence column:
`[canonical_id], [canonical_name], [merged_source_names], [representative_sections], [confidence_percent], [notes]`

- `canonical_id`: sequential identifiers `G001`, `G002`, … (three digits, zero padded).
- `canonical_name`: short title (≤5 words) that best captures the merged concept.
- `merged_source_names`: semicolon-separated list of distinct provisional group names that map to this canonical category (omit trailing spaces).
- `representative_sections`: semicolon-separated list of the most illustrative `section_number.section_title` values (limit 4 entries).
- `confidence_percent`: your overall confidence (0–100) that the merge is correct.
- `notes`: one concise sentence (≤20 words) giving rationale or disambiguation guidance.

### Guidance
- Prefer fewer, broader canonical categories over many nearly identical ones, but avoid collapsing genuinely different topics.
- When provisional groups diverge meaningfully, keep them separate even if their names share keywords.
- Use the provided confidence scores as hints; low-confidence pass-1 groups should carry less weight when merging.
- Do not include any commentary before or after the CSV rows.

## Pass 1 Group Assignments (CSV)
section_index,section_identifier,group_cell,group_name,confidence
Phase Diagrams :: count=2 :: avg_conf=78.0 :: labels=8. Phase Diagrams :: sections=34. Sparsity-Relative Importance Phase Diagram ( $\mathbf{n} \boldsymbol{=} \mathbf{2} \boldsymbol{,} \mathbf{m} \boldsymbol{=} \mathbf{1}$ ); 38. Sparsity-Relative Importance Phase Diagram ( $\mathbf{n} \boldsymbol{=} \mathbf{3} \boldsymbol{,} \mathbf{m} \boldsymbol{=} \mathbf{2}$ )
Feature Representation Outcomes :: count=3 :: avg_conf=80.0 :: labels=9. Feature Representation Outcomes :: sections=35. Extra Feature is Not Represented; 36. Extra Feature Gets Dedicated Dimension; 37. Extra Feature is Stored In Superposition
Geometry of Features :: count=2 :: avg_conf=82.5 :: labels=10. Geometry of Features :: sections=39. The Geometry of Superposition; 40. Uniform Superposition
Dimensionality Concepts :: count=3 :: avg_conf=77.3 :: labels=11. Dimensionality Concepts; 4. Dimensionality Concepts :: sections=41. FEATURE DIMENSIONALITY; 103. FRACTIONAL DIMENSIONALITY AND "PRESSURE"; 107. LEVERAGE SCORE AND FEATURE DIMENSIONALITY
Geometric Structures :: count=2 :: avg_conf=77.5 :: labels=12. Geometric Structures; 5. Geometric Structures :: sections=42. WHY THESE GEOMETRIC STRUCTURES?; 42. WHY THESE GEOMETRIC STRUCTURES?
Polytopes and Matrices :: count=2 :: avg_conf=72.5 :: labels=13. Polytopes and Matrices; 6. Polytopes and Matrices :: sections=43. Aside: Polytopes and Low-Rank Matrices; 43. Aside: Polytopes and Low-Rank Matrices
Non-Uniform Features :: count=1 :: avg_conf=75.0 :: labels=14. Non-Uniform Features :: sections=44. Non-Uniform Superposition
Sparsity and Importance :: count=2 :: avg_conf=90.0 :: labels=1. Sparsity and Importance :: sections=34. Sparsity-Relative Importance Phase Diagram ( $\mathbf{n} \boldsymbol{=} \mathbf{2} \boldsymbol{,} \mathbf{m} \boldsymbol{=} \mathbf{1}$ ); 38. Sparsity-Relative Importance Phase Diagram ( $\mathbf{n} \boldsymbol{=} \mathbf{3} \boldsymbol{,} \mathbf{m} \boldsymbol{=} \mathbf{2}$ )
Extra Features :: count=3 :: avg_conf=85.0 :: labels=2. Extra Features :: sections=35. Extra Feature is Not Represented; 36. Extra Feature Gets Dedicated Dimension; 37. Extra Feature is Stored In Superposition
Geometry of Superposition :: count=2 :: avg_conf=88.0 :: labels=3. Geometry of Superposition :: sections=39. The Geometry of Superposition; 40. Uniform Superposition
Feature Dimensionality :: count=1 :: avg_conf=85.0 :: labels=4. Feature Dimensionality :: sections=41. FEATURE DIMENSIONALITY
Non-Uniform Superposition :: count=1 :: avg_conf=85.0 :: labels=7. Non-Uniform Superposition :: sections=44. Non-Uniform Superposition
Perturbation Effects :: count=1 :: avg_conf=80.0 :: labels=8. Perturbation Effects :: sections=45. PERTURBING A SINGLE FEATURE
Feature Correlation :: count=6 :: avg_conf=85.0 :: labels=9. Feature Correlation :: sections=46. Correlated and Anticorrelated Features; 47. SETUP FOR EXPLORING CORRELATED AND ANTICORRELATED FEATURES; 48. ORGANIZATION OF CORRELATED AND ANTICORRELATED FEATURES; 49. Models prefer to represent correlated features in orthogonal dimensions.
Local Bases :: count=2 :: avg_conf=80.0 :: labels=10. Local Bases :: sections=52. LOCAL ALMOST-ORTHOGONAL BASES; 53. Models prefer to represent correlated features in orthogonal dimensions, creating "local orthogonal bases".
Feature Collapse :: count=1 :: avg_conf=85.0 :: labels=11. Feature Collapse :: sections=54. COLLAPSING OF CORRELATED FEATURES
Learning Dynamics :: count=6 :: avg_conf=74.2 :: labels=12. Learning Dynamics; 2. Learning Dynamics; 20. Learning Dynamics; 28. Learning Dynamics :: sections=55. Superposition and Learning Dynamics; 55. Superposition and Learning Dynamics; 56. PHENOMENON 1: DISCRETE "ENERGY LEVEL" JUMPS; 57. PHENOMENON 2: LEARNING AS GEOMETRIC TRANSFORMATIONS
Energy Level Jumps :: count=1 :: avg_conf=85.0 :: labels=13. Energy Level Jumps :: sections=56. PHENOMENON 1: DISCRETE "ENERGY LEVEL" JUMPS
Geometric Transformations :: count=1 :: avg_conf=85.0 :: labels=14. Geometric Transformations :: sections=57. PHENOMENON 2: LEARNING AS GEOMETRIC TRANSFORMATIONS
Adversarial Robustness :: count=3 :: avg_conf=78.3 :: labels=15. Adversarial Robustness; 32. Adversarial Robustness :: sections=58. Relationship to Adversarial Robustness; 59. Vulnerability to Adversarial Examples (Relative to Non-Superposition Model); 147. 36. Adversarial robustness as a prior for learned representations
Features Analysis :: count=1 :: avg_conf=80.0 :: labels=16. Features Analysis :: sections=60. Features Per Dimension
Correlation Dynamics :: count=9 :: avg_conf=87.4 :: labels=1. Correlation Dynamics :: sections=46. Correlated and Anticorrelated Features; 47. SETUP FOR EXPLORING CORRELATED AND ANTICORRELATED FEATURES; 48. ORGANIZATION OF CORRELATED AND ANTICORRELATED FEATURES; 49. Models prefer to represent correlated features in orthogonal dimensions.
Adversarial Insights :: count=3 :: avg_conf=78.3 :: labels=3. Adversarial Insights :: sections=58. Relationship to Adversarial Robustness; 59. Vulnerability to Adversarial Examples (Relative to Non-Superposition Model); 60. Features Per Dimension
Privileged Basis Exploration :: count=7 :: avg_conf=73.6 :: labels=4. Privileged Basis Exploration :: sections=61. Superposition in a Privileged Basis; 62. VISUALIZING SUPERPOSITION IN TERMS OF NEURONS; 63. $W$ as Matrix; 64. $W$ as Stack Plot
Model Limitations :: count=2 :: avg_conf=77.5 :: labels=3. Model Limitations; 5. Model Limitations :: sections=68. LIMITATIONS OF THE RELU HIDDEN LAYER TOY MODEL SIMULATING IDENTITY; 68. LIMITATIONS OF THE RELU HIDDEN LAYER TOY MODEL SIMULATING IDENTITY
Superposition Computation :: count=8 :: avg_conf=77.5 :: labels=4. Superposition Computation; 6. Superposition Computation :: sections=69. Computation in Superposition; 23. Experiment Setup; 29. Basic Results; 63. $W$ as Matrix
Superposition Visualization :: count=6 :: avg_conf=85.0 :: labels=1. Superposition Visualization :: sections=62. VISUALIZING SUPERPOSITION IN TERMS OF NEURONS; 63. $W$ as Matrix; 64. $W$ as Stack Plot; 63. $W$ as Matrix
Neuron Feature Representation :: count=3 :: avg_conf=80.0 :: labels=2. Neuron Feature Representation :: sections=65. Six Features in Four Neurons ( $1-\mathrm{S}=0.12$ ); 66. Eight Features in Five Neurons ( $0.05 \leq 1-\mathrm{S} \leq 0.08$ ); 67. Features are Pairs of Neurons ( $1-\mathrm{S} \leq 0.04$ )
Experiment Methodology :: count=2 :: avg_conf=90.0 :: labels=5. Experiment Methodology :: sections=23. Experiment Setup; 29. Basic Results
Sparsity Analysis :: count=1 :: avg_conf=85.0 :: labels=6. Sparsity Analysis :: sections=75. Superposition vs Sparsity
Superposition Mechanisms :: count=1 :: avg_conf=80.0 :: labels=7. Superposition Mechanisms :: sections=76. The Asymmetric Superposition Motif
Superposition Strategy :: count=1 :: avg_conf=85.0 :: labels=8. Superposition Strategy :: sections=77. The Strategic Picture of Superposition
Superposition Safety :: count=1 :: avg_conf=80.0 :: labels=9. Superposition Safety :: sections=78. Safety, Interpretability, \& "Solving Superposition"
Superposition Solutions :: count=4 :: avg_conf=81.2 :: labels=10. Superposition Solutions :: sections=79. Three Ways Out; 80. APPROACH 1: CREATING MODELS WITHOUT SUPERPOSITION; 81. APPROACH 2: FINDING AN OVERCOMPLETE BASIS; 82. APPROACH 3: HYBRID APPROACHES
Additional Insights :: count=1 :: avg_conf=75.0 :: labels=11. Additional Insights :: sections=83. Additional Considerations
Real Model Analysis :: count=1 :: avg_conf=85.0 :: labels=13. Real Model Analysis :: sections=85. To What Extent Does Superposition Exist in Real Models?
Superposition and Interpretability :: count=13 :: avg_conf=84.9 :: labels=1. Superposition and Interpretability :: sections=78. Safety, Interpretability, \& "Solving Superposition"; 79. Three Ways Out; 80. APPROACH 1: CREATING MODELS WITHOUT SUPERPOSITION; 81. APPROACH 2: FINDING AN OVERCOMPLETE BASIS
Superposition in Real Models :: count=3 :: avg_conf=80.0 :: labels=3. Superposition in Real Models :: sections=85. To What Extent Does Superposition Exist in Real Models?; 97. ANTHROPIC BASIC TOY MODEL; 98. REDWOOD TOY MODEL
Future Research Directions :: count=1 :: avg_conf=80.0 :: labels=4. Future Research Directions :: sections=4. Open Questions
Background Research :: count=1 :: avg_conf=85.0 :: labels=5. Background Research :: sections=6. Related Work
Related Concepts :: count=10 :: avg_conf=83.5 :: labels=1. Related Concepts :: sections=6. Related Work; 88. INTERPRETABLE FEATURES; 89. SUPERPOSITION; 90. DISENTANGLEMENT
Replication Insights :: count=6 :: avg_conf=84.2 :: labels=2. Replication Insights :: sections=95. Comments \& Replications; 96. REPLICATION \& FORTHCOMING PAPER; 99. REPLICATION \& FURTHER RESULTS; 100. REPLICATION
Toy Models :: count=3 :: avg_conf=86.7 :: labels=3. Toy Models :: sections=97. ANTHROPIC BASIC TOY MODEL; 98. REDWOOD TOY MODEL; 102. ENGINEERING MONOSEMANTICITY IN TOY MODELS
Code and Acknowledgments :: count=3 :: avg_conf=70.0 :: labels=5. Code and Acknowledgments :: sections=108. Code; 109. Acknowledgments; 110. Author
Replication Studies :: count=3 :: avg_conf=90.0 :: labels=1. Replication Studies :: sections=100. REPLICATION; 100. REPLICATION; 100. REPLICATION
Monosemanticity in Models :: count=1 :: avg_conf=85.0 :: labels=2. Monosemanticity in Models :: sections=102. ENGINEERING MONOSEMANTICITY IN TOY MODELS
Feature Dimensionality Concepts :: count=2 :: avg_conf=77.5 :: labels=3. Feature Dimensionality Concepts :: sections=103. FRACTIONAL DIMENSIONALITY AND "PRESSURE"; 107. LEVERAGE SCORE AND FEATURE DIMENSIONALITY
Feature Extraction Techniques :: count=1 :: avg_conf=75.0 :: labels=4. Feature Extraction Techniques :: sections=105. EXTRACTING FEATURES WITH SPARSE AUTOENCODERS
Linear Representation Studies :: count=1 :: avg_conf=80.0 :: labels=5. Linear Representation Studies :: sections=106. LINEAR REPRESENTATION IN OTHELLO
Code and Implementation :: count=1 :: avg_conf=70.0 :: labels=6. Code and Implementation :: sections=108. Code
Acknowledgments and Contributions :: count=2 :: avg_conf=92.5 :: labels=7. Acknowledgments and Contributions :: sections=109. Acknowledgments; 111. Contributions
Citation Information :: count=1 :: avg_conf=95.0 :: labels=9. Citation Information :: sections=112. Citation
General Information :: count=1 :: avg_conf=90.0 :: labels=10. General Information :: sections=113. Information
Footnotes and Notes :: count=1 :: avg_conf=85.0 :: labels=11. Footnotes and Notes :: sections=114. Footnotes
References and Further Reading :: count=1 :: avg_conf=90.0 :: labels=12. References and Further Reading :: sections=115. References
Related Works :: count=21 :: avg_conf=80.0 :: labels=13. Related Works :: sections=116. 2. Decoding The Thought Vector [link]; 117. 3. Zoom In: An Introduction to Circuits; 118. 4. Softmax Linear Units; 119. 5. Compressed sensing
Adversarial Examples :: count=5 :: avg_conf=76.0 :: labels=14. Adversarial Examples; 22. Adversarial Examples :: sections=137. 24. Adversarial examples are not bugs, they are features; 146. 35. Adversarial spheres; 147. 36. Adversarial robustness as a prior for learned representations; 148. 37. Delving into transferable adversarial examples and black-box attacks
Theoretical Foundations :: count=2 :: avg_conf=70.0 :: labels=15. Theoretical Foundations; 23. Theoretical Foundations :: sections=138. 25. Proofs and refutations; 138. 25. Proofs and refutations
Linear Programming Techniques :: count=1 :: avg_conf=75.0 :: labels=16. Linear Programming Techniques :: sections=139. 27. Decoding by linear programming
Learning Techniques :: count=1 :: avg_conf=75.0 :: labels=17. Learning Techniques :: sections=140. 29. In-context Learning and Induction Heads [HTML]
Interpretability Studies :: count=1 :: avg_conf=75.0 :: labels=18. Interpretability Studies :: sections=141. 30. A Mechanistic Interpretability Analysis of Grokking [link]
Generalization Studies :: count=1 :: avg_conf=75.0 :: labels=19. Generalization Studies :: sections=142. 31. Grokking: Generalization beyond overfitting on small algorithmic datasets
Semantic Development :: count=2 :: avg_conf=75.0 :: labels=21. Semantic Development; 29. Semantic Development :: sections=144. 33. A mathematical theory of semantic development in deep neural networks; 144. 33. A mathematical theory of semantic development in deep neural networks
Security and Privacy :: count=2 :: avg_conf=75.0 :: labels=22. Security and Privacy; 30. Security and Privacy :: sections=145. 34. Towards the science of security and privacy in machine learning; 145. 34. Towards the science of security and privacy in machine learning
General References :: count=1 :: avg_conf=90.0 :: labels=1. General References :: sections=115. References
Thought Vector Decoding :: count=1 :: avg_conf=85.0 :: labels=2. Thought Vector Decoding :: sections=116. 2. Decoding The Thought Vector [link]
Circuit Analysis :: count=1 :: avg_conf=80.0 :: labels=3. Circuit Analysis :: sections=117. 3. Zoom In: An Introduction to Circuits
Activation Functions :: count=1 :: avg_conf=75.0 :: labels=4. Activation Functions :: sections=118. 4. Softmax Linear Units
Compressed Sensing :: count=1 :: avg_conf=90.0 :: labels=5. Compressed Sensing :: sections=119. 5. Compressed sensing
Coding Strategies :: count=1 :: avg_conf=80.0 :: labels=6. Coding Strategies :: sections=120. 6. Local vs. Distributed Coding
Representation Learning :: count=1 :: avg_conf=85.0 :: labels=7. Representation Learning :: sections=121. 7. Representation learning: A review and new perspectives
Feature Visualization :: count=1 :: avg_conf=85.0 :: labels=8. Feature Visualization :: sections=122. 8. Feature Visualization [link]
Curve Detection :: count=1 :: avg_conf=80.0 :: labels=9. Curve Detection :: sections=123. 9. Curve Detectors [link]
Model Superposition :: count=1 :: avg_conf=75.0 :: labels=10. Model Superposition :: sections=124. 10. Superposition of many models into one
Word Representations :: count=2 :: avg_conf=85.0 :: labels=11. Word Representations :: sections=125. 11. Linguistic regularities in continuous space word representations [PDF]; 126. 12. Linguistic regularities in sparse and explicit word representations
Unsupervised Learning :: count=1 :: avg_conf=80.0 :: labels=12. Unsupervised Learning :: sections=127. 13. Unsupervised representation learning with deep convolutional generative adversarial networks
Recurrent Networks :: count=1 :: avg_conf=80.0 :: labels=13. Recurrent Networks :: sections=128. 14. Visualizing and understanding recurrent networks [PDF]
Sentiment Analysis :: count=1 :: avg_conf=80.0 :: labels=14. Sentiment Analysis :: sections=129. 15. Learning to generate reviews and discovering sentiment [PDF]
Object Detection :: count=1 :: avg_conf=80.0 :: labels=15. Object Detection :: sections=130. 16. Object detectors emerge in deep scene cnns [PDF]
Network Interpretability :: count=1 :: avg_conf=80.0 :: labels=16. Network Interpretability :: sections=131. 17. Network Dissection: Quantifying Interpretability of Deep Visual Representations [PDF]
Neural Network Units :: count=1 :: avg_conf=80.0 :: labels=17. Neural Network Units :: sections=132. 18. Understanding the role of individual units in a deep neural network
Generalization :: count=2 :: avg_conf=75.0 :: labels=18. Generalization; 27. Generalization :: sections=133. 19. On the importance of single directions for generalization [PDF]; 142. 31. Grokking: Generalization beyond overfitting on small algorithmic datasets
Feature Interpretability :: count=1 :: avg_conf=75.0 :: labels=19. Feature Interpretability :: sections=134. 20. On Interpretability and Feature Representations: An Analysis of the Sentiment Neuron
Frequency Detection :: count=1 :: avg_conf=75.0 :: labels=20. Frequency Detection :: sections=135. 21. High-Low Frequency Detectors
Multimodal Learning :: count=1 :: avg_conf=75.0 :: labels=21. Multimodal Learning :: sections=136. 22. Multimodal Neurons in Artificial Neural Networks
Linear Programming :: count=1 :: avg_conf=75.0 :: labels=24. Linear Programming :: sections=139. 27. Decoding by linear programming
In-context Learning :: count=1 :: avg_conf=80.0 :: labels=25. In-context Learning :: sections=140. 29. In-context Learning and Induction Heads [HTML]
Mechanistic Interpretability :: count=1 :: avg_conf=75.0 :: labels=26. Mechanistic Interpretability :: sections=141. 30. A Mechanistic Interpretability Analysis of Grokking [link]
Adversarial Techniques :: count=1 :: avg_conf=75.0 :: labels=31. Adversarial Techniques :: sections=146. 35. Adversarial spheres
Adversarial Attacks :: count=1 :: avg_conf=75.0 :: labels=33. Adversarial Attacks :: sections=148. 37. Delving into transferable adversarial examples and black-box attacks
Systems Biology :: count=1 :: avg_conf=70.0 :: labels=34. Systems Biology :: sections=149. 38. An introduction to systems biology: design principles of biological circuits
Interpretability Foundations :: count=1 :: avg_conf=80.0 :: labels=35. Interpretability Foundations :: sections=150. 39. The Building Blocks of Interpretability [link]
Weight Visualization :: count=1 :: avg_conf=80.0 :: labels=36. Weight Visualization :: sections=151. 40. Visualizing Weights [link]
Semantic Models :: count=1 :: avg_conf=75.0 :: labels=37. Semantic Models :: sections=152. 41. Learning effective and interpretable semantic models using non-negative sparse embedding
Sparse Embeddings :: count=1 :: avg_conf=75.0 :: labels=38. Sparse Embeddings :: sections=153. 42. Word2Sense: sparse interpretable word embeddings
Nonlinear Representations :: count=1 :: avg_conf=60.0 :: labels=39. Nonlinear Representations :: sections=154. Nonlinear
Compression Techniques :: count=1 :: avg_conf=70.0 :: labels=40. Compression Techniques :: sections=155. Compression
Compressed Sensing Theory :: count=1 :: avg_conf=75.0 :: labels=41. Compressed Sensing Theory :: sections=156. Connection between compressed sensing lower bounds and the toy model
