concept,question_id,champion_id,p_harder,rounds
raytracing.make-rays-1d,843,839,0.089498,1
raytracing.make-rays-1d,844,839,0.104895,1
raytracing.make-rays-1d,845,839,0.114144,1
raytracing.make-rays-1d,846,839,0.090000,1
raytracing.make-rays-1d,1607,839,0.059214,1
raytracing.make-rays-1d,1608,839,0.063364,1
raytracing.make-rays-2d,1121,1135,0.024508,3
raytracing.make-rays-2d,1122,1135,0.053032,3
raytracing.make-rays-2d,1123,1135,0.063707,3
raytracing.make-rays-2d,1124,1135,0.074634,3
raytracing.make-rays-2d,1125,1135,0.053032,3
raytracing.make-rays-2d,1126,1135,0.141420,3
raytracing.make-rays-2d,1127,1135,0.102325,3
raytracing.make-rays-2d,1128,1135,0.092506,3
raytracing.make-rays-2d,1129,1135,0.172201,3
raytracing.make-rays-2d,1130,1135,0.104048,3
raytracing.make-rays-2d,1131,1135,0.073605,3
raytracing.make-rays-2d,1132,1135,0.054785,3
raytracing.make-rays-2d,1133,1135,0.133024,3
raytracing.make-rays-2d,1134,1135,0.316964,3
raytracing.make-rays-2d,1135,1135,0.500000,3
raytracing.make-rays-2d,1136,1135,0.546700,3
raytracing.make-rays-2d,1710,1135,0.184529,3
raytracing.make-rays-2d,1711,1135,0.342041,3
raytracing.make-rays-2d,1712,1135,0.151714,3
raytracing.make-rays-2d,1713,1135,0.124914,3
raytracing.mesh-visibility,1153,1719,0.063364,2
raytracing.mesh-visibility,1154,1719,0.073605,2
raytracing.mesh-visibility,1155,1719,0.049302,2
raytracing.mesh-visibility,1156,1719,0.042541,2
raytracing.mesh-visibility,1157,1719,0.056775,2
raytracing.mesh-visibility,1158,1719,0.079427,2
raytracing.mesh-visibility,1159,1719,0.092506,2
raytracing.mesh-visibility,1160,1719,0.104048,2
raytracing.mesh-visibility,1161,1719,0.071039,2
raytracing.mesh-visibility,1162,1719,0.089498,2
raytracing.mesh-visibility,1163,1719,0.063364,2
raytracing.mesh-visibility,1164,1719,0.056775,2
raytracing.mesh-visibility,1165,1719,0.081575,2
raytracing.mesh-visibility,1166,1719,0.093932,2
raytracing.mesh-visibility,1167,1719,0.071039,2
raytracing.mesh-visibility,1168,1719,0.255397,2
raytracing.mesh-visibility,1718,1719,0.226111,2
raytracing.mesh-visibility,1719,1719,0.500000,2
raytracing.mesh-visibility,1720,1719,0.079427,2
raytracing.mesh-visibility,1721,1719,0.116694,2
raytracing.ray-parametrisation,820,830,0.034654,1
raytracing.ray-parametrisation,821,830,0.114144,1
raytracing.ray-parametrisation,822,830,0.042541,1
raytracing.ray-parametrisation,823,830,0.056775,1
raytracing.ray-parametrisation,824,830,0.113899,1
raytracing.ray-parametrisation,825,830,0.079427,1
raytracing.ray-parametrisation,826,830,0.079427,1
raytracing.ray-parametrisation,827,830,0.064821,1
raytracing.ray-parametrisation,828,830,0.113899,1
raytracing.ray-parametrisation,829,830,0.170327,1
raytracing.ray-parametrisation,830,830,0.500000,1
raytracing.ray-parametrisation,1604,830,0.038781,1
raytracing.ray-parametrisation,1605,830,0.049042,1
raytracing.ray-parametrisation,1606,830,0.108390,1
raytracing.segment-intersection,1089,1705,0.024508,1
raytracing.segment-intersection,1090,1705,0.014154,1
raytracing.segment-intersection,1091,1705,0.034654,1
raytracing.segment-intersection,1092,1705,0.066957,1
raytracing.segment-intersection,1093,1705,0.034654,1
raytracing.segment-intersection,1094,1705,0.077674,1
raytracing.segment-intersection,1095,1705,0.074847,1
raytracing.segment-intersection,1096,1705,0.079427,1
raytracing.segment-intersection,1097,1705,0.099662,1
raytracing.segment-intersection,1098,1705,0.071039,1
raytracing.segment-intersection,1099,1705,0.070000,1
raytracing.segment-intersection,1100,1705,0.124594,1
raytracing.segment-intersection,1101,1705,0.014154,1
raytracing.segment-intersection,1102,1705,0.088972,1
raytracing.segment-intersection,1103,1705,0.146656,1
raytracing.segment-intersection,1104,1705,0.069336,1
raytracing.segment-intersection,1702,1705,0.063707,1
raytracing.segment-intersection,1703,1705,0.108390,1
raytracing.segment-intersection,1704,1705,0.112599,1
raytracing.segment-intersection,1705,1705,0.500000,1
raytracing.triangle-intersection,1137,1716,0.020000,2
raytracing.triangle-intersection,1138,1716,0.030000,2
raytracing.triangle-intersection,1139,1716,0.078977,2
raytracing.triangle-intersection,1140,1716,0.067293,2
raytracing.triangle-intersection,1141,1716,0.094061,2
raytracing.triangle-intersection,1142,1716,0.081575,2
raytracing.triangle-intersection,1143,1716,0.106933,2
raytracing.triangle-intersection,1144,1716,0.161390,2
raytracing.triangle-intersection,1145,1716,0.078977,2
raytracing.triangle-intersection,1146,1716,0.113899,2
raytracing.triangle-intersection,1147,1716,0.131972,2
raytracing.triangle-intersection,1148,1716,0.124971,2
raytracing.triangle-intersection,1149,1716,0.020000,2
raytracing.triangle-intersection,1150,1716,0.113899,2
raytracing.triangle-intersection,1151,1716,0.164969,2
raytracing.triangle-intersection,1152,1716,0.183393,2
raytracing.triangle-intersection,1714,1716,0.308554,2
raytracing.triangle-intersection,1715,1716,0.201954,2
raytracing.triangle-intersection,1716,1716,0.500000,2
raytracing.triangle-intersection,1717,1716,0.110449,2
subtopic:Autograd: Broadcasting gradients (unbroadcast),465,466,0.334769,2
subtopic:Autograd: Broadcasting gradients (unbroadcast),466,466,0.500000,2
subtopic:Autograd: Broadcasting gradients (unbroadcast),467,466,0.233177,2
subtopic:Autograd: Chain Rule and Backward Functions,435,437,0.138796,1
subtopic:Autograd: Chain Rule and Backward Functions,436,437,0.122829,1
subtopic:Autograd: Chain Rule and Backward Functions,437,437,0.500000,1
subtopic:Autograd: Global grad-mode flag (torch.set_grad_enabled / no_grad),471,471,0.500000,2
subtopic:Autograd: Global grad-mode flag (torch.set_grad_enabled / no_grad),472,471,0.470500,2
subtopic:Autograd: Global grad-mode flag (torch.set_grad_enabled / no_grad),473,471,0.436899,2
"subtopic:Autograd: Matrix multiplication backward (dL/dX = dL/dM @ Y^T, dL/dY = X^T @ dL/dM)",450,452,0.209298,1
"subtopic:Autograd: Matrix multiplication backward (dL/dX = dL/dM @ Y^T, dL/dY = X^T @ dL/dM)",451,452,0.146656,1
"subtopic:Autograd: Matrix multiplication backward (dL/dX = dL/dM @ Y^T, dL/dY = X^T @ dL/dM)",452,452,0.500000,1
subtopic:CNN: Conv2d module mechanics,411,415,0.064821,2
subtopic:CNN: Conv2d module mechanics,412,415,0.030000,2
subtopic:CNN: Conv2d module mechanics,413,415,0.094882,2
subtopic:CNN: Conv2d module mechanics,414,415,0.110000,2
subtopic:CNN: Conv2d module mechanics,415,415,0.500000,2
subtopic:CNN: Output shape & arithmetic,407,410,0.294188,1
subtopic:CNN: Output shape & arithmetic,410,410,0.500000,1
"subtopic:CNN: Pooling, Flatten, BatchNorm",417,420,0.384821,2
"subtopic:CNN: Pooling, Flatten, BatchNorm",419,420,0.294188,2
"subtopic:CNN: Pooling, Flatten, BatchNorm",420,420,0.500000,2
"subtopic:CNN: Pooling, Flatten, BatchNorm",421,420,0.482904,2
"subtopic:CNN: Pooling, Flatten, BatchNorm",422,420,0.287146,2
subtopic:CNN: nn.Module & training loop,424,424,0.500000,2
subtopic:CNN: nn.Module & training loop,426,424,0.262524,2
subtopic:CNN: nn.Module & training loop,427,424,0.341032,2
subtopic:CNN: nn.Module & training loop,428,424,0.298073,2
"subtopic:CNNs: Hyperparameter normalization (int-or-tuple to (h,w) pair)",447,448,0.056775,1
"subtopic:CNNs: Hyperparameter normalization (int-or-tuple to (h,w) pair)",448,448,0.500000,1
"subtopic:CNNs: Hyperparameter normalization (int-or-tuple to (h,w) pair)",449,448,0.170327,1
subtopic:CNNs: Padding for Max Pooling,462,462,0.500000,2
subtopic:CNNs: Padding for Max Pooling,463,462,0.129672,2
subtopic:CNNs: Padding for Max Pooling,464,462,0.494999,2
subtopic:Optimizers: EWMA running statistics (BatchNorm / Adam / RMSprop),456,457,0.053032,1
subtopic:Optimizers: EWMA running statistics (BatchNorm / Adam / RMSprop),457,457,0.500000,1
subtopic:Optimizers: EWMA running statistics (BatchNorm / Adam / RMSprop),458,457,0.157333,1
subtopic:Optimizers: Parameter iteration and iterator exhaustion,444,445,0.464190,1
subtopic:Optimizers: Parameter iteration and iterator exhaustion,445,445,0.500000,1
subtopic:Optimizers: Parameter iteration and iterator exhaustion,446,445,0.264095,1
subtopic:Optimizers: SGD update rule,441,442,0.054785,2
subtopic:Optimizers: SGD update rule,442,442,0.500000,2
subtopic:Optimizers: SGD update rule,443,442,0.179783,2
subtopic:PyTorch Fundamentals: Autograd: .grad on leaf parameters,474,476,0.142857,1
subtopic:PyTorch Fundamentals: Autograd: .grad on leaf parameters,475,476,0.369044,1
subtopic:PyTorch Fundamentals: Autograd: .grad on leaf parameters,476,476,0.500000,1
subtopic:PyTorch Fundamentals: BatchNorm variance: biased vs unbiased,453,455,0.053032,1
subtopic:PyTorch Fundamentals: BatchNorm variance: biased vs unbiased,454,455,0.081575,1
subtopic:PyTorch Fundamentals: BatchNorm variance: biased vs unbiased,455,455,0.500000,1
subtopic:PyTorch Fundamentals: Cross-Entropy Loss on Logits,438,440,0.087967,1
subtopic:PyTorch Fundamentals: Cross-Entropy Loss on Logits,439,440,0.304423,1
subtopic:PyTorch Fundamentals: Cross-Entropy Loss on Logits,440,440,0.500000,1
subtopic:PyTorch Fundamentals: Freezing parameters with requires_grad_,477,479,0.326835,2
subtopic:PyTorch Fundamentals: Freezing parameters with requires_grad_,478,479,0.251652,2
subtopic:PyTorch Fundamentals: Freezing parameters with requires_grad_,479,479,0.500000,2
subtopic:PyTorch Fundamentals: Reduction ops: amax,429,431,0.034654,1
subtopic:PyTorch Fundamentals: Reduction ops: amax,430,431,0.140000,1
subtopic:PyTorch Fundamentals: Reduction ops: amax,431,431,0.500000,1
subtopic:PyTorch Fundamentals: Weight Initialization (normal_ / constant_),432,434,0.114023,1
subtopic:PyTorch Fundamentals: Weight Initialization (normal_ / constant_),433,434,0.124594,1
subtopic:PyTorch Fundamentals: Weight Initialization (normal_ / constant_),434,434,0.500000,1
subtopic:PyTorch Fundamentals: nn.Module extra_repr,468,470,0.246606,1
subtopic:PyTorch Fundamentals: nn.Module extra_repr,469,470,0.174095,1
subtopic:PyTorch Fundamentals: nn.Module extra_repr,470,470,0.500000,1
tensor.classifier-evaluation,1045,1695,0.024508,3
tensor.classifier-evaluation,1046,1695,0.028334,3
tensor.classifier-evaluation,1047,1695,0.034654,3
tensor.classifier-evaluation,1048,1695,0.093932,3
tensor.classifier-evaluation,1049,1695,0.024508,3
tensor.classifier-evaluation,1050,1695,0.073605,3
tensor.classifier-evaluation,1051,1695,0.053032,3
tensor.classifier-evaluation,1052,1695,0.044734,3
tensor.classifier-evaluation,1053,1695,0.054785,3
tensor.classifier-evaluation,1054,1695,0.069336,3
tensor.classifier-evaluation,1055,1695,0.085334,3
tensor.classifier-evaluation,1056,1695,0.164451,3
tensor.classifier-evaluation,1057,1695,0.081575,3
tensor.classifier-evaluation,1083,1695,0.060000,3
tensor.classifier-evaluation,1084,1695,0.078101,3
tensor.classifier-evaluation,1085,1695,0.112599,3
tensor.classifier-evaluation,1694,1695,0.530012,3
tensor.classifier-evaluation,1695,1695,0.500000,3
tensor.classifier-evaluation,1696,1695,0.249465,3
tensor.classifier-evaluation,1697,1695,0.394901,3
tensor.cosine-similarity,1006,1701,0.024508,1
tensor.cosine-similarity,1007,1701,0.024508,1
tensor.cosine-similarity,1008,1701,0.038781,1
tensor.cosine-similarity,1009,1701,0.031734,1
tensor.cosine-similarity,1010,1701,0.028334,1
tensor.cosine-similarity,1011,1701,0.054785,1
tensor.cosine-similarity,1012,1701,0.034835,1
tensor.cosine-similarity,1013,1701,0.028334,1
tensor.cosine-similarity,1014,1701,0.059214,1
tensor.cosine-similarity,1015,1701,0.044734,1
tensor.cosine-similarity,1016,1701,0.049042,1
tensor.cosine-similarity,1017,1701,0.124914,1
tensor.cosine-similarity,1018,1701,0.064821,1
tensor.cosine-similarity,1074,1701,0.059214,1
tensor.cosine-similarity,1075,1701,0.049042,1
tensor.cosine-similarity,1076,1701,0.120000,1
tensor.cosine-similarity,1698,1701,0.102325,1
tensor.cosine-similarity,1699,1701,0.130000,1
tensor.cosine-similarity,1700,1701,0.310000,1
tensor.cosine-similarity,1701,1701,0.500000,1
tensor.indexed-selection,1019,1688,0.124225,2
tensor.indexed-selection,1020,1688,0.077674,2
tensor.indexed-selection,1021,1688,0.202757,2
tensor.indexed-selection,1022,1688,0.221752,2
tensor.indexed-selection,1023,1688,0.155860,2
tensor.indexed-selection,1024,1688,0.203492,2
tensor.indexed-selection,1025,1688,0.230433,2
tensor.indexed-selection,1026,1688,0.157694,2
tensor.indexed-selection,1027,1688,0.288353,2
tensor.indexed-selection,1028,1688,0.150000,2
tensor.indexed-selection,1029,1688,0.128421,2
tensor.indexed-selection,1030,1688,0.313245,2
tensor.indexed-selection,1031,1688,0.464827,2
tensor.indexed-selection,1077,1688,0.108390,2
tensor.indexed-selection,1078,1688,0.314979,2
tensor.indexed-selection,1079,1688,0.349404,2
tensor.indexed-selection,1686,1688,0.431945,2
tensor.indexed-selection,1687,1688,0.316964,2
tensor.indexed-selection,1688,1688,0.500000,2
tensor.indexed-selection,1689,1688,0.484816,2
tensor.inverse-cdf,1058,1068,0.024508,1
tensor.inverse-cdf,1059,1068,0.054785,1
tensor.inverse-cdf,1060,1068,0.049042,1
tensor.inverse-cdf,1061,1068,0.054785,1
tensor.inverse-cdf,1062,1068,0.044734,1
tensor.inverse-cdf,1063,1068,0.030000,1
tensor.inverse-cdf,1064,1068,0.054785,1
tensor.inverse-cdf,1065,1068,0.071039,1
tensor.inverse-cdf,1066,1068,0.160000,1
tensor.inverse-cdf,1067,1068,0.118548,1
tensor.inverse-cdf,1068,1068,0.500000,1
tensor.inverse-cdf,1069,1068,0.118548,1
tensor.inverse-cdf,1070,1068,0.094882,1
tensor.inverse-cdf,1086,1068,0.084866,1
tensor.inverse-cdf,1087,1068,0.060000,1
tensor.inverse-cdf,1088,1068,0.074847,1
tensor.row-normalization,993,1003,0.038781,2
tensor.row-normalization,994,1003,0.053032,2
tensor.row-normalization,995,1003,0.087967,2
tensor.row-normalization,996,1003,0.141420,2
tensor.row-normalization,997,1003,0.042541,2
tensor.row-normalization,998,1003,0.230410,2
tensor.row-normalization,999,1003,0.063364,2
tensor.row-normalization,1000,1003,0.083788,2
tensor.row-normalization,1001,1003,0.180672,2
tensor.row-normalization,1002,1003,0.091991,2
tensor.row-normalization,1003,1003,0.500000,2
tensor.row-normalization,1004,1003,0.484438,2
tensor.row-normalization,1005,1003,0.287412,2
tensor.row-normalization,1071,1003,0.211518,2
tensor.row-normalization,1072,1003,0.216888,2
tensor.row-normalization,1073,1003,0.087967,2
tensor.row-normalization,1682,1003,0.188170,2
tensor.row-normalization,1683,1003,0.359020,2
tensor.row-normalization,1684,1003,0.217353,2
tensor.row-normalization,1685,1003,0.545041,2
tensor.stable-probabilities,103,1692,0.084866,2
tensor.stable-probabilities,1032,1692,0.034654,2
tensor.stable-probabilities,1033,1692,0.064821,2
tensor.stable-probabilities,1034,1692,0.038781,2
tensor.stable-probabilities,1035,1692,0.119639,2
tensor.stable-probabilities,1036,1692,0.139700,2
tensor.stable-probabilities,1037,1692,0.154934,2
tensor.stable-probabilities,1038,1692,0.059214,2
tensor.stable-probabilities,1039,1692,0.049042,2
tensor.stable-probabilities,1040,1692,0.213939,2
tensor.stable-probabilities,1041,1692,0.209825,2
tensor.stable-probabilities,1042,1692,0.074847,2
tensor.stable-probabilities,1043,1692,0.074847,2
tensor.stable-probabilities,1044,1692,0.199247,2
tensor.stable-probabilities,1080,1692,0.154934,2
tensor.stable-probabilities,1081,1692,0.153338,2
tensor.stable-probabilities,1082,1692,0.379796,2
tensor.stable-probabilities,1690,1692,0.170000,2
tensor.stable-probabilities,1691,1692,0.238708,2
tensor.stable-probabilities,1692,1692,0.500000,2
tensor.stable-probabilities,1693,1692,0.139700,2
tensor.stable-probabilities,1728,1692,0.230000,2
torch.aggregations,26,1331,0.114023,2
torch.aggregations,28,1331,0.056775,2
torch.aggregations,62,1331,0.066957,2
torch.aggregations,64,1331,0.227691,2
torch.aggregations,495,1331,0.056775,2
torch.aggregations,496,1331,0.067293,2
torch.aggregations,497,1331,0.198408,2
torch.aggregations,498,1331,0.220675,2
torch.aggregations,984,1331,0.073135,2
torch.aggregations,985,1331,0.034835,2
torch.aggregations,986,1331,0.088972,2
torch.aggregations,987,1331,0.283036,2
torch.aggregations,988,1331,0.110449,2
torch.aggregations,989,1331,0.239580,2
torch.aggregations,990,1331,0.095949,2
torch.aggregations,991,1331,0.337858,2
torch.aggregations,992,1331,0.277027,2
torch.aggregations,1313,1331,0.049302,2
torch.aggregations,1314,1331,0.066957,2
torch.aggregations,1315,1331,0.087902,2
torch.aggregations,1316,1331,0.063707,2
torch.aggregations,1317,1331,0.100000,2
torch.aggregations,1318,1331,0.081458,2
torch.aggregations,1319,1331,0.117290,2
torch.aggregations,1320,1331,0.056775,2
torch.aggregations,1321,1331,0.113899,2
torch.aggregations,1322,1331,0.183393,2
torch.aggregations,1323,1331,0.095884,2
torch.aggregations,1324,1331,0.095949,2
torch.aggregations,1325,1331,0.076092,2
torch.aggregations,1326,1331,0.095884,2
torch.aggregations,1327,1331,0.116694,2
torch.aggregations,1328,1331,0.437199,2
torch.aggregations,1329,1331,0.238529,2
torch.aggregations,1330,1331,0.315871,2
torch.aggregations,1331,1331,0.500000,2
torch.aggregations,1332,1331,0.407670,2
torch.argmin-argmax,1,168,0.059214,3
torch.argmin-argmax,24,168,0.124225,3
torch.argmin-argmax,38,168,0.049042,3
torch.argmin-argmax,61,168,0.176466,3
torch.argmin-argmax,98,168,0.163468,3
torch.argmin-argmax,168,168,0.500000,3
torch.argmin-argmax,219,168,0.102325,3
torch.argmin-argmax,1508,168,0.073605,3
torch.argmin-argmax,1509,168,0.178028,3
torch.argmin-argmax,1510,168,0.148895,3
torch.argmin-argmax,1511,168,0.274486,3
torch.argmin-argmax,1576,168,0.053032,3
torch.argmin-argmax,1577,168,0.053032,3
torch.argmin-argmax,1578,168,0.124225,3
torch.argmin-argmax,1579,168,0.147494,3
torch.argmin-argmax,1580,168,0.367204,3
torch.argmin-argmax,1658,168,0.226111,3
torch.argmin-argmax,1659,168,0.251015,3
torch.argmin-argmax,1660,168,0.166181,3
torch.argmin-argmax,1661,168,0.429742,3
torch.axis-reductions,108,1585,0.500000,2
torch.axis-reductions,135,1585,0.439876,2
torch.axis-reductions,174,1585,0.255842,2
torch.axis-reductions,220,1585,0.127002,2
torch.axis-reductions,503,1585,0.098200,2
torch.axis-reductions,504,1585,0.157333,2
torch.axis-reductions,505,1585,0.239580,2
torch.axis-reductions,1363,1585,0.218094,2
torch.axis-reductions,1364,1585,0.159940,2
torch.axis-reductions,1365,1585,0.087967,2
torch.axis-reductions,1366,1585,0.266454,2
torch.axis-reductions,1367,1585,0.188934,2
torch.axis-reductions,1368,1585,0.163961,2
torch.axis-reductions,1369,1585,0.159299,2
torch.axis-reductions,1370,1585,0.106327,2
torch.axis-reductions,1371,1585,0.394431,2
torch.axis-reductions,1372,1585,0.416571,2
torch.axis-reductions,1373,1585,0.541678,2
torch.axis-reductions,1471,1585,0.049302,2
torch.axis-reductions,1472,1585,0.067293,2
torch.axis-reductions,1473,1585,0.046028,2
torch.axis-reductions,1475,1585,0.117742,2
torch.axis-reductions,1477,1585,0.071039,2
torch.axis-reductions,1479,1585,0.135078,2
torch.axis-reductions,1480,1585,0.056775,2
torch.axis-reductions,1482,1585,0.234476,2
torch.axis-reductions,1585,1585,0.500000,2
torch.boolean-masking,12,145,0.184826,4
torch.boolean-masking,52,145,0.044734,4
torch.boolean-masking,85,145,0.311293,4
torch.boolean-masking,145,145,0.500000,4
torch.boolean-masking,202,145,0.449262,4
torch.boolean-masking,232,145,0.063364,4
torch.boolean-masking,236,145,0.063364,4
torch.boolean-masking,1512,145,0.087967,4
torch.boolean-masking,1513,145,0.091991,4
torch.boolean-masking,1514,145,0.063364,4
torch.boolean-masking,1515,145,0.381374,4
torch.boolean-masking,1516,145,0.245073,4
torch.boolean-masking,1567,145,0.077674,4
torch.boolean-masking,1568,145,0.207587,4
torch.boolean-masking,1569,145,0.224348,4
torch.boolean-masking,1570,145,0.264095,4
torch.boolean-masking,1670,145,0.367958,4
torch.boolean-masking,1671,145,0.367204,4
torch.boolean-masking,1672,145,0.367958,4
torch.boolean-masking,1673,145,0.515258,4
torch.broadcasting-rules,111,958,0.053032,2
torch.broadcasting-rules,151,958,0.163961,2
torch.broadcasting-rules,499,958,0.059214,2
torch.broadcasting-rules,500,958,0.134294,2
torch.broadcasting-rules,501,958,0.106327,2
torch.broadcasting-rules,502,958,0.190342,2
torch.broadcasting-rules,948,958,0.117742,2
torch.broadcasting-rules,949,958,0.099554,2
torch.broadcasting-rules,950,958,0.153667,2
torch.broadcasting-rules,951,958,0.272727,2
torch.broadcasting-rules,952,958,0.117742,2
torch.broadcasting-rules,953,958,0.098200,2
torch.broadcasting-rules,954,958,0.179579,2
torch.broadcasting-rules,955,958,0.290460,2
torch.broadcasting-rules,956,958,0.306865,2
torch.broadcasting-rules,957,958,0.139700,2
torch.broadcasting-rules,958,958,0.500000,2
torch.broadcasting-rules,1530,958,0.212871,2
torch.broadcasting-rules,1531,958,0.245073,2
torch.broadcasting-rules,1532,958,0.184826,2
torch.broadcasting-rules,1533,958,0.446333,2
torch.broadcasting-rules,1534,958,0.102325,2
torch.broadcasting-rules,1535,958,0.353056,2
torch.broadcasting-rules,1536,958,0.306738,2
torch.broadcasting-rules,1537,958,0.489389,2
torch.constructors,41,648,0.208945,2
torch.constructors,48,648,0.463682,2
torch.constructors,50,648,0.055375,2
torch.constructors,212,648,0.088972,2
torch.constructors,213,648,0.150184,2
torch.constructors,225,648,0.091991,2
torch.constructors,227,648,0.071039,2
torch.constructors,228,648,0.081458,2
torch.constructors,639,648,0.066957,2
torch.constructors,640,648,0.074634,2
torch.constructors,641,648,0.220675,2
torch.constructors,642,648,0.097054,2
torch.constructors,643,648,0.124594,2
torch.constructors,644,648,0.183462,2
torch.constructors,645,648,0.197564,2
torch.constructors,646,648,0.259363,2
torch.constructors,647,648,0.369044,2
torch.constructors,648,648,0.500000,2
torch.constructors,1538,648,0.176146,2
torch.constructors,1539,648,0.357978,2
torch.constructors,1540,648,0.190941,2
torch.constructors,1541,648,0.194683,2
torch.constructors,1542,648,0.103341,2
torch.constructors,1543,648,0.542049,2
torch.constructors,1544,648,0.194308,2
torch.dot-matmul-patterns,37,1520,0.034654,1
torch.dot-matmul-patterns,95,1520,0.182406,1
torch.dot-matmul-patterns,121,1520,0.118548,1
torch.dot-matmul-patterns,141,1520,0.303116,1
torch.dot-matmul-patterns,144,1520,0.056775,1
torch.dot-matmul-patterns,514,1520,0.059214,1
torch.dot-matmul-patterns,515,1520,0.137266,1
torch.dot-matmul-patterns,1517,1520,0.042541,1
torch.dot-matmul-patterns,1518,1520,0.066957,1
torch.dot-matmul-patterns,1519,1520,0.106327,1
torch.dot-matmul-patterns,1520,1520,0.500000,1
torch.dot-matmul-patterns,1645,1520,0.063364,1
torch.dot-matmul-patterns,1646,1520,0.091991,1
torch.dot-matmul-patterns,1647,1520,0.056775,1
torch.dot-matmul-patterns,1648,1520,0.240735,1
torch.dot-matmul-patterns,1649,1520,0.081575,1
torch.dtype-astype,19,87,0.124971,2
torch.dtype-astype,51,87,0.319011,2
torch.dtype-astype,87,87,0.500000,2
torch.dtype-astype,215,87,0.400735,2
torch.dtype-astype,230,87,0.109022,2
torch.dtype-astype,649,87,0.113899,2
torch.dtype-astype,650,87,0.441282,2
torch.dtype-astype,651,87,0.197901,2
torch.dtype-astype,652,87,0.224559,2
torch.dtype-astype,653,87,0.483621,2
torch.dtype-astype,654,87,0.468745,2
torch.dtype-astype,655,87,0.224559,2
torch.dtype-astype,656,87,0.272529,2
torch.dtype-astype,657,87,0.484307,2
torch.dtype-astype,658,87,0.472698,2
torch.dtype-astype,659,87,0.389910,2
torch.dtype-astype,1483,87,0.049302,2
torch.dtype-astype,1484,87,0.070094,2
torch.dtype-astype,1485,87,0.060982,2
torch.dtype-astype,1486,87,0.078101,2
torch.dtype-astype,1487,87,0.220974,2
torch.dtype-astype,1488,87,0.240048,2
torch.dtype-astype,1489,87,0.143116,2
torch.dtype-astype,1490,87,0.138796,2
torch.dtype-astype,1491,87,0.371921,2
torch.dtype-astype,1492,87,0.142154,2
torch.dtype-astype,1493,87,0.179815,2
torch.dtype-astype,1494,87,0.198408,2
torch.dtype-astype,1496,87,0.161173,2
torch.dtype-astype,1497,87,0.179815,2
torch.dtype-astype,1498,87,0.290460,2
torch.dtype-astype,1499,87,0.266765,2
torch.dtype-astype,1500,87,0.354882,2
torch.elementwise-ops,43,1550,0.154104,2
torch.elementwise-ops,49,1550,0.085334,2
torch.elementwise-ops,63,1550,0.067293,2
torch.elementwise-ops,67,1550,0.078101,2
torch.elementwise-ops,192,1550,0.084721,2
torch.elementwise-ops,487,1550,0.031734,2
torch.elementwise-ops,488,1550,0.049302,2
torch.elementwise-ops,489,1550,0.083788,2
torch.elementwise-ops,630,1550,0.095884,2
torch.elementwise-ops,631,1550,0.117742,2
torch.elementwise-ops,632,1550,0.066957,2
torch.elementwise-ops,633,1550,0.168552,2
torch.elementwise-ops,634,1550,0.139520,2
torch.elementwise-ops,635,1550,0.211518,2
torch.elementwise-ops,636,1550,0.357978,2
torch.elementwise-ops,637,1550,0.205072,2
torch.elementwise-ops,638,1550,0.494302,2
torch.elementwise-ops,1545,1550,0.063707,2
torch.elementwise-ops,1546,1550,0.226326,2
torch.elementwise-ops,1547,1550,0.056775,2
torch.elementwise-ops,1548,1550,0.150403,2
torch.elementwise-ops,1549,1550,0.353394,2
torch.elementwise-ops,1550,1550,0.500000,2
torch.linalg-basics,107,1575,0.081458,1
torch.linalg-basics,239,1575,0.060322,1
torch.linalg-basics,508,1575,0.038781,1
torch.linalg-basics,509,1575,0.073605,1
torch.linalg-basics,510,1575,0.042541,1
torch.linalg-basics,511,1575,0.053032,1
torch.linalg-basics,512,1575,0.212871,1
torch.linalg-basics,513,1575,0.089498,1
torch.linalg-basics,1521,1575,0.121388,1
torch.linalg-basics,1522,1575,0.220574,1
torch.linalg-basics,1523,1575,0.223708,1
torch.linalg-basics,1571,1575,0.060322,1
torch.linalg-basics,1572,1575,0.046028,1
torch.linalg-basics,1573,1575,0.049302,1
torch.linalg-basics,1574,1575,0.081800,1
torch.linalg-basics,1575,1575,0.500000,1
torch.linalg-basics,1662,1575,0.153338,1
torch.linalg-basics,1663,1575,0.197031,1
torch.linalg-basics,1664,1575,0.211653,1
torch.linalg-basics,1665,1575,0.163468,1
torch.linalg-basics,1722,1575,0.042541,1
torch.linalg-basics,1723,1575,0.083788,1
torch.linalg-basics,1724,1575,0.081575,1
torch.linalg-basics,1725,1575,0.176466,1
torch.linalg-basics,1726,1575,0.130392,1
torch.linalg-basics,1727,1575,0.207587,1
torch.out-argument,798,807,0.063707,2
torch.out-argument,799,807,0.053032,2
torch.out-argument,800,807,0.114023,2
torch.out-argument,801,807,0.153338,2
torch.out-argument,802,807,0.277027,2
torch.out-argument,803,807,0.149501,2
torch.out-argument,804,807,0.102325,2
torch.out-argument,805,807,0.183685,2
torch.out-argument,806,807,0.223048,2
torch.out-argument,807,807,0.500000,2
torch.out-argument,808,807,0.444545,2
torch.out-argument,1598,807,0.063364,2
torch.out-argument,1599,807,0.091991,2
torch.out-argument,1600,807,0.260022,2
torch.out-argument,1674,807,0.365307,2
torch.out-argument,1675,807,0.145496,2
torch.out-argument,1676,807,0.468745,2
torch.out-argument,1677,807,0.159940,2
torch.random-samplers,42,685,0.079427,1
