question_id,concept,p_harder,difficulty_score
943,einops.pattern-language,0.188934,45
944,einops.pattern-language,0.208945,50
945,einops.pattern-language,0.194237,50
946,einops.pattern-language,0.500000,100
947,einops.pattern-language,0.417923,90
948,torch.broadcasting-rules,0.117742,40
949,torch.broadcasting-rules,0.099554,35
950,torch.broadcasting-rules,0.153667,50
951,torch.broadcasting-rules,0.272727,70
952,torch.broadcasting-rules,0.117742,40
953,torch.broadcasting-rules,0.098200,35
954,torch.broadcasting-rules,0.179579,55
955,torch.broadcasting-rules,0.290460,75
956,torch.broadcasting-rules,0.306865,75
957,torch.broadcasting-rules,0.139700,45
958,torch.broadcasting-rules,0.500000,100
959,torch.ranges,0.153445,30
960,torch.ranges,0.249303,55
961,torch.ranges,0.164969,35
962,torch.ranges,0.484161,95
963,torch.ranges,0.236177,50
964,torch.ranges,0.193001,40
965,torch.ranges,0.203492,45
966,torch.ranges,0.198106,45
967,torch.ranges,0.150403,30
968,torch.ranges,0.688579,100
969,torch.ranges,0.320377,70
970,torch.ranges,0.175734,35
972,torch.ranges,0.463953,95
973,torch.ranges,0.342894,75
974,torch.stack-concat-interleave,0.053032,15
975,torch.stack-concat-interleave,0.064821,20
976,torch.stack-concat-interleave,0.170327,55
977,torch.stack-concat-interleave,0.119639,40
978,torch.stack-concat-interleave,0.178028,55
980,torch.stack-concat-interleave,0.127002,45
981,torch.stack-concat-interleave,0.159747,50
982,torch.stack-concat-interleave,0.500000,100
983,torch.stack-concat-interleave,0.144928,50
984,torch.aggregations,0.073135,35
985,torch.aggregations,0.034835,15
986,torch.aggregations,0.088972,40
987,torch.aggregations,0.283036,75
988,torch.aggregations,0.110449,45
989,torch.aggregations,0.239580,70
990,torch.aggregations,0.095949,45
991,torch.aggregations,0.337858,85
992,torch.aggregations,0.277027,75
993,tensor.row-normalization,0.038781,15
994,tensor.row-normalization,0.053032,25
995,tensor.row-normalization,0.087967,40
996,tensor.row-normalization,0.141420,50
997,tensor.row-normalization,0.042541,20
998,tensor.row-normalization,0.230410,70
999,tensor.row-normalization,0.063364,30
1000,tensor.row-normalization,0.083788,35
1001,tensor.row-normalization,0.180672,60
1002,tensor.row-normalization,0.091991,40
1003,tensor.row-normalization,0.500000,100
1004,tensor.row-normalization,0.484438,100
1005,tensor.row-normalization,0.287412,75
1006,tensor.cosine-similarity,0.024508,15
1007,tensor.cosine-similarity,0.024508,15
1008,tensor.cosine-similarity,0.038781,25
1009,tensor.cosine-similarity,0.031734,20
1010,tensor.cosine-similarity,0.028334,20
1011,tensor.cosine-similarity,0.054785,35
1012,tensor.cosine-similarity,0.034835,25
1013,tensor.cosine-similarity,0.028334,20
1014,tensor.cosine-similarity,0.059214,35
1015,tensor.cosine-similarity,0.044734,30
1016,tensor.cosine-similarity,0.049042,30
1017,tensor.cosine-similarity,0.124914,55
1018,tensor.cosine-similarity,0.064821,40
1019,tensor.indexed-selection,0.124225,35
1020,tensor.indexed-selection,0.077674,15
1021,tensor.indexed-selection,0.202757,55
1022,tensor.indexed-selection,0.221752,55
1023,tensor.indexed-selection,0.155860,40
1024,tensor.indexed-selection,0.203492,55
1025,tensor.indexed-selection,0.230433,60
1026,tensor.indexed-selection,0.157694,40
1027,tensor.indexed-selection,0.288353,70
1028,tensor.indexed-selection,0.150000,40
1029,tensor.indexed-selection,0.128421,35
1030,tensor.indexed-selection,0.313245,75
1031,tensor.indexed-selection,0.464827,95
1032,tensor.stable-probabilities,0.034654,15
1033,tensor.stable-probabilities,0.064821,30
1034,tensor.stable-probabilities,0.038781,20
1035,tensor.stable-probabilities,0.119639,50
1036,tensor.stable-probabilities,0.139700,55
1037,tensor.stable-probabilities,0.154934,55
1038,tensor.stable-probabilities,0.059214,30
1039,tensor.stable-probabilities,0.049042,25
1040,tensor.stable-probabilities,0.213939,65
1041,tensor.stable-probabilities,0.209825,65
1042,tensor.stable-probabilities,0.074847,35
1043,tensor.stable-probabilities,0.074847,35
1044,tensor.stable-probabilities,0.199247,65
1045,tensor.classifier-evaluation,0.024508,15
1046,tensor.classifier-evaluation,0.028334,20
1047,tensor.classifier-evaluation,0.034654,25
1048,tensor.classifier-evaluation,0.093932,50
1049,tensor.classifier-evaluation,0.024508,15
1050,tensor.classifier-evaluation,0.073605,40
1051,tensor.classifier-evaluation,0.053032,35
1052,tensor.classifier-evaluation,0.044734,30
1053,tensor.classifier-evaluation,0.054785,35
1054,tensor.classifier-evaluation,0.069336,40
1055,tensor.classifier-evaluation,0.085334,45
1056,tensor.classifier-evaluation,0.164451,60
1057,tensor.classifier-evaluation,0.081575,45
1058,tensor.inverse-cdf,0.024508,15
1059,tensor.inverse-cdf,0.054785,35
1060,tensor.inverse-cdf,0.049042,30
1061,tensor.inverse-cdf,0.054785,35
1062,tensor.inverse-cdf,0.044734,30
1063,tensor.inverse-cdf,0.030000,20
1064,tensor.inverse-cdf,0.054785,35
1065,tensor.inverse-cdf,0.071039,40
1066,tensor.inverse-cdf,0.160000,60
1067,tensor.inverse-cdf,0.118548,55
1068,tensor.inverse-cdf,0.500000,100
1069,tensor.inverse-cdf,0.118548,55
1070,tensor.inverse-cdf,0.094882,50
1071,tensor.row-normalization,0.211518,65
1072,tensor.row-normalization,0.216888,65
1073,tensor.row-normalization,0.087967,40
1074,tensor.cosine-similarity,0.059214,35
1075,tensor.cosine-similarity,0.049042,30
1076,tensor.cosine-similarity,0.120000,55
1077,tensor.indexed-selection,0.108390,30
1078,tensor.indexed-selection,0.314979,75
1079,tensor.indexed-selection,0.349404,80
1080,tensor.stable-probabilities,0.154934,55
1081,tensor.stable-probabilities,0.153338,55
1082,tensor.stable-probabilities,0.379796,85
1083,tensor.classifier-evaluation,0.060000,35
1084,tensor.classifier-evaluation,0.078101,45
1085,tensor.classifier-evaluation,0.112599,50
1086,tensor.inverse-cdf,0.084866,45
1087,tensor.inverse-cdf,0.060000,35
1088,tensor.inverse-cdf,0.074847,40
1089,raytracing.segment-intersection,0.024508,25
1090,raytracing.segment-intersection,0.014154,15
1091,raytracing.segment-intersection,0.034654,35
1092,raytracing.segment-intersection,0.066957,45
1093,raytracing.segment-intersection,0.034654,35
1094,raytracing.segment-intersection,0.077674,50
1095,raytracing.segment-intersection,0.074847,50
1096,raytracing.segment-intersection,0.079427,50
1097,raytracing.segment-intersection,0.099662,55
1098,raytracing.segment-intersection,0.071039,50
1099,raytracing.segment-intersection,0.070000,50
1100,raytracing.segment-intersection,0.124594,60
1101,raytracing.segment-intersection,0.014154,15
1102,raytracing.segment-intersection,0.088972,55
1103,raytracing.segment-intersection,0.146656,65
1104,raytracing.segment-intersection,0.069336,50
1105,raytracing.batched-segments,0.020000,15
1106,raytracing.batched-segments,0.034654,25
1107,raytracing.batched-segments,0.091991,50
1108,raytracing.batched-segments,0.081458,45
1109,raytracing.batched-segments,0.089498,50
1110,raytracing.batched-segments,0.106933,55
1111,raytracing.batched-segments,0.088972,50
1112,raytracing.batched-segments,0.088972,50
1113,raytracing.batched-segments,0.117742,55
1114,raytracing.batched-segments,0.074634,45
1115,raytracing.batched-segments,0.088972,50
1116,raytracing.batched-segments,0.095884,50
1117,raytracing.batched-segments,0.093932,50
1118,raytracing.batched-segments,0.135403,60
1119,raytracing.batched-segments,0.128496,60
1120,raytracing.batched-segments,0.246606,75
1121,raytracing.make-rays-2d,0.024508,15
1122,raytracing.make-rays-2d,0.053032,35
1123,raytracing.make-rays-2d,0.063707,40
1124,raytracing.make-rays-2d,0.074634,40
1125,raytracing.make-rays-2d,0.053032,35
1126,raytracing.make-rays-2d,0.141420,60
1127,raytracing.make-rays-2d,0.102325,50
1128,raytracing.make-rays-2d,0.092506,45
1129,raytracing.make-rays-2d,0.172201,65
1130,raytracing.make-rays-2d,0.104048,50
1131,raytracing.make-rays-2d,0.073605,40
1132,raytracing.make-rays-2d,0.054785,35
1133,raytracing.make-rays-2d,0.133024,55
1134,raytracing.make-rays-2d,0.316964,80
1135,raytracing.make-rays-2d,0.500000,100
1136,raytracing.make-rays-2d,0.546700,100
1137,raytracing.triangle-intersection,0.020000,15
1138,raytracing.triangle-intersection,0.030000,25
1139,raytracing.triangle-intersection,0.078977,45
1140,raytracing.triangle-intersection,0.067293,45
1141,raytracing.triangle-intersection,0.094061,50
1142,raytracing.triangle-intersection,0.081575,45
1143,raytracing.triangle-intersection,0.106933,55
1144,raytracing.triangle-intersection,0.161390,65
1145,raytracing.triangle-intersection,0.078977,45
1146,raytracing.triangle-intersection,0.113899,55
1147,raytracing.triangle-intersection,0.131972,60
1148,raytracing.triangle-intersection,0.124971,55
1149,raytracing.triangle-intersection,0.020000,15
1150,raytracing.triangle-intersection,0.113899,55
1151,raytracing.triangle-intersection,0.164969,65
1152,raytracing.triangle-intersection,0.183393,65
1153,raytracing.mesh-visibility,0.063364,25
1154,raytracing.mesh-visibility,0.073605,30
1155,raytracing.mesh-visibility,0.049302,20
1156,raytracing.mesh-visibility,0.042541,15
1157,raytracing.mesh-visibility,0.056775,25
1158,raytracing.mesh-visibility,0.079427,35
1159,raytracing.mesh-visibility,0.092506,40
1160,raytracing.mesh-visibility,0.104048,40
1161,raytracing.mesh-visibility,0.071039,30
1162,raytracing.mesh-visibility,0.089498,35
1163,raytracing.mesh-visibility,0.063364,25
1164,raytracing.mesh-visibility,0.056775,25
1165,raytracing.mesh-visibility,0.081575,35
1166,raytracing.mesh-visibility,0.093932,40
1167,raytracing.mesh-visibility,0.071039,30
1168,raytracing.mesh-visibility,0.255397,70
1169,cnn.module-state,0.038781,15
1170,cnn.module-state,0.056775,25
1171,cnn.module-state,0.265716,75
1172,cnn.module-state,0.255842,70
1173,cnn.module-state,0.049042,20
1174,cnn.module-state,0.059214,25
1175,cnn.module-state,0.053032,25
1176,cnn.module-state,0.071039,30
1177,cnn.module-state,0.343597,85
1178,cnn.module-state,0.254190,70
1179,cnn.module-state,0.120688,45
1180,cnn.module-state,0.230433,70
1181,cnn.module-state,0.201029,65
1182,cnn.module-state,0.500000,100
1183,cnn.module-state,0.379179,85
1184,cnn.module-state,0.500000,100
1185,cnn.linear-layer,0.099554,25
1186,cnn.linear-layer,0.074847,15
1187,cnn.linear-layer,0.120688,35
1188,cnn.linear-layer,0.184826,50
1189,cnn.linear-layer,0.479871,95
1190,cnn.linear-layer,0.354220,80
1191,cnn.linear-layer,0.245073,60
1192,cnn.linear-layer,0.289077,70
1193,cnn.linear-layer,0.313943,75
1194,cnn.linear-layer,0.409851,90
1195,cnn.linear-layer,0.303116,70
1196,cnn.linear-layer,0.510064,100
1197,cnn.linear-layer,0.189191,50
1198,cnn.linear-layer,0.279394,70
1199,cnn.linear-layer,0.500000,100
1200,cnn.linear-layer,0.131972,35
1201,cnn.mlp,0.028334,15
1202,cnn.mlp,0.064821,35
1203,cnn.mlp,0.073605,40
1204,cnn.mlp,0.091991,45
1205,cnn.mlp,0.134294,55
1206,cnn.mlp,0.112599,50
1207,cnn.mlp,0.069336,40
1208,cnn.mlp,0.109601,50
1209,cnn.mlp,0.141420,55
1210,cnn.mlp,0.317904,80
1211,cnn.mlp,0.223048,70
1212,cnn.mlp,0.324980,80
1213,cnn.mlp,0.190982,65
1214,cnn.mlp,0.076092,40
1215,cnn.mlp,0.500000,100
1216,cnn.mlp,0.270101,75
1217,cnn.stride-views,0.040000,15
1218,cnn.stride-views,0.074847,35
1219,cnn.stride-views,0.054785,25
1220,cnn.stride-views,0.069336,30
1221,cnn.stride-views,0.094882,40
1222,cnn.stride-views,0.090000,40
1223,cnn.stride-views,0.060000,25
1224,cnn.stride-views,0.054785,25
1225,cnn.stride-views,0.069336,30
1226,cnn.stride-views,0.081575,35
1227,cnn.stride-views,0.080000,35
1228,cnn.stride-views,0.139700,50
1229,cnn.stride-views,0.134922,50
1230,cnn.stride-views,0.500000,100
1231,cnn.stride-views,0.148895,55
1232,cnn.stride-views,0.143192,50
1233,cnn.convolution-1d,0.044734,35
1234,cnn.convolution-1d,0.060000,40
1235,cnn.convolution-1d,0.020000,15
1236,cnn.convolution-1d,0.063707,40
1237,cnn.convolution-1d,0.059214,40
1238,cnn.convolution-1d,0.054785,40
1239,cnn.convolution-1d,0.080000,45
1240,cnn.convolution-1d,0.094882,50
1241,cnn.convolution-1d,0.024508,20
1242,cnn.convolution-1d,0.139520,60
1243,cnn.convolution-1d,0.087967,50
1244,cnn.convolution-1d,0.077674,45
1245,cnn.convolution-1d,0.195194,70
1246,cnn.convolution-1d,0.150000,60
1247,cnn.convolution-1d,0.500000,100
1248,cnn.convolution-1d,0.304108,80
1249,cnn.convolution-2d,0.087902,50
1250,cnn.convolution-2d,0.100000,50
1251,cnn.convolution-2d,0.020000,15
1252,cnn.convolution-2d,0.030000,25
1253,cnn.convolution-2d,0.030000,25
1254,cnn.convolution-2d,0.135403,60
1255,cnn.convolution-2d,0.236108,75
1256,cnn.convolution-2d,0.139000,60
1257,cnn.convolution-2d,0.138796,60
1258,cnn.convolution-2d,0.220675,70
1259,cnn.convolution-2d,0.163961,65
1260,cnn.convolution-2d,0.301019,80
1261,cnn.convolution-2d,0.500000,100
1262,cnn.convolution-2d,0.474423,100
1263,cnn.convolution-2d,0.050000,35
1264,cnn.convolution-2d,0.060000,40
1265,cnn.pooling,0.014154,15
1266,cnn.pooling,0.109022,60
1267,cnn.pooling,0.115247,60
1268,cnn.pooling,0.020000,20
1269,cnn.pooling,0.030000,30
1270,cnn.pooling,0.154104,65
1271,cnn.pooling,0.030000,30
1272,cnn.pooling,0.030000,30
1273,cnn.pooling,0.020000,20
1274,cnn.pooling,0.097805,55
1275,cnn.pooling,0.044734,40
1276,cnn.pooling,0.040000,35
1277,cnn.pooling,0.024508,25
1278,cnn.pooling,0.500000,100
1279,cnn.pooling,0.236108,75
1280,cnn.pooling,0.044734,40
1281,python.control-flow,0.034835,15
1282,python.control-flow,0.066957,35
1283,python.control-flow,0.040423,20
1284,python.control-flow,0.063707,30
1285,python.control-flow,0.052408,25
1286,python.control-flow,0.052408,25
1287,python.control-flow,0.081458,40
1288,python.control-flow,0.070094,35
1289,python.control-flow,0.081458,40
1290,python.control-flow,0.128496,50
1291,python.control-flow,0.287548,75
1292,python.control-flow,0.182624,60
1293,python.control-flow,0.205820,65
1294,python.control-flow,0.360645,85
1295,python.control-flow,0.500000,100
1296,python.control-flow,0.259069,75
1297,cnn.batch-normalization,0.020000,15
1298,cnn.batch-normalization,0.034654,25
1299,cnn.batch-normalization,0.024508,20
1300,cnn.batch-normalization,0.024508,20
1301,cnn.batch-normalization,0.044734,35
1302,cnn.batch-normalization,0.044734,35
1303,cnn.batch-normalization,0.030000,25
1304,cnn.batch-normalization,0.040000,30
1305,cnn.batch-normalization,0.094882,50
1306,cnn.batch-normalization,0.040000,30
1307,cnn.batch-normalization,0.020000,15
1308,cnn.batch-normalization,0.040000,30
1309,cnn.batch-normalization,0.094882,50
1310,cnn.batch-normalization,0.136738,60
1311,cnn.batch-normalization,0.500000,100
1312,cnn.batch-normalization,0.419471,95
1313,torch.aggregations,0.049302,25
1314,torch.aggregations,0.066957,35
1315,torch.aggregations,0.087902,40
1316,torch.aggregations,0.063707,30
1317,torch.aggregations,0.100000,45
1318,torch.aggregations,0.081458,40
1319,torch.aggregations,0.117290,50
1320,torch.aggregations,0.056775,30
1321,torch.aggregations,0.113899,50
1322,torch.aggregations,0.183393,60
1323,torch.aggregations,0.095884,45
1324,torch.aggregations,0.095949,45
1325,torch.aggregations,0.076092,35
1326,torch.aggregations,0.095884,45
1327,torch.aggregations,0.116694,50
1328,torch.aggregations,0.437199,95
1329,torch.aggregations,0.238529,70
1330,torch.aggregations,0.315871,80
1331,torch.aggregations,0.500000,100
1332,torch.aggregations,0.407670,90
1333,torch.reshape-flatten,0.159747,60
1334,torch.reshape-flatten,0.049042,30
1335,torch.reshape-flatten,0.063364,35
1336,torch.reshape-flatten,0.069336,40
1337,torch.reshape-flatten,0.028334,15
1338,torch.reshape-flatten,0.050000,30
1339,torch.reshape-flatten,0.104895,50
1340,torch.reshape-flatten,0.093932,45
1341,torch.reshape-flatten,0.085334,45
1342,torch.reshape-flatten,0.109601,50
1343,torch.reshape-flatten,0.124225,55
1344,torch.reshape-flatten,0.059214,35
1345,torch.reshape-flatten,0.059214,35
1346,torch.reshape-flatten,0.149725,60
1347,torch.reshape-flatten,0.084866,45
1348,torch.reshape-flatten,0.093932,45
1349,torch.reshape-flatten,0.049042,30
1350,torch.reshape-flatten,0.100000,45
1351,torch.reshape-flatten,0.224645,70
1352,torch.reshape-flatten,0.169766,60
1354,torch.reshape-flatten,0.098200,45
1355,torch.reshape-flatten,0.093932,45
1356,torch.reshape-flatten,0.179783,65
1357,torch.reshape-flatten,0.176466,65
1358,torch.reshape-flatten,0.339632,85
1359,torch.reshape-flatten,0.133024,55
1360,torch.reshape-flatten,0.213939,70
1361,torch.reshape-flatten,0.329305,85
1362,torch.reshape-flatten,0.500000,100
1363,torch.axis-reductions,0.218094,65
1364,torch.axis-reductions,0.159940,55
1365,torch.axis-reductions,0.087967,35
1366,torch.axis-reductions,0.266454,70
1367,torch.axis-reductions,0.188934,60
1368,torch.axis-reductions,0.163961,55
1369,torch.axis-reductions,0.159299,55
1370,torch.axis-reductions,0.106327,40
1371,torch.axis-reductions,0.394431,90
1372,torch.axis-reductions,0.416571,90
1373,torch.axis-reductions,0.541678,100
1374,cnn.sequential,0.053032,30
1375,cnn.sequential,0.028334,15
1376,cnn.sequential,0.074847,40
1377,cnn.sequential,0.054785,30
1378,cnn.sequential,0.084866,45
1379,cnn.sequential,0.109601,50
1380,cnn.sequential,0.114905,50
1381,cnn.sequential,0.050000,30
1382,cnn.sequential,0.030000,15
1383,cnn.sequential,0.070000,40
1384,cnn.sequential,0.060000,35
1385,cnn.sequential,0.054785,30
1386,cnn.sequential,0.500000,100
1387,cnn.sequential,0.161972,60
1388,cnn.sequential,0.378136,90
1389,cnn.residual-block,0.084866,45
1390,cnn.residual-block,0.199812,70
1391,cnn.residual-block,0.042541,30
1392,cnn.residual-block,0.209596,70
1393,cnn.residual-block,0.084866,45
1394,cnn.residual-block,0.024508,15
1395,cnn.residual-block,0.044734,30
1396,cnn.residual-block,0.299905,80
1397,cnn.residual-block,0.149501,60
1398,cnn.residual-block,0.087902,45
1399,cnn.residual-block,0.265716,75
1400,cnn.residual-block,0.341524,85
1401,cnn.residual-block,0.500000,100
1402,cnn.block-group,0.133024,40
1403,cnn.block-group,0.059214,15
1404,cnn.block-group,0.067293,20
1405,cnn.block-group,0.074847,25
1406,cnn.block-group,0.238708,65
1407,cnn.block-group,0.119639,40
1408,cnn.block-group,0.384402,85
1409,cnn.block-group,0.202757,60
1410,cnn.block-group,0.251652,65
1411,cnn.block-group,0.500000,100
1412,cnn.block-group,0.303865,75
1413,cnn.resnet34,0.049042,25
1414,cnn.resnet34,0.060000,30
1415,cnn.resnet34,0.374987,85
1416,cnn.resnet34,0.083788,40
1417,cnn.resnet34,0.139700,55
1418,cnn.resnet34,0.034654,15
1419,cnn.resnet34,0.420000,90
1420,cnn.resnet34,0.038781,20
1421,cnn.resnet34,0.034654,15
1422,cnn.resnet34,0.044734,20
1423,cnn.resnet34,0.500000,100
1424,cnn.resnet34,0.500000,100
1425,cnn.resnet34,0.494995,100
1426,cnn.feature-extraction,0.044734,15
1427,cnn.feature-extraction,0.089498,35
1428,cnn.feature-extraction,0.044734,15
1429,cnn.feature-extraction,0.059214,25
1430,cnn.feature-extraction,0.179783,60
1431,cnn.feature-extraction,0.059214,25
1432,cnn.feature-extraction,0.059214,25
1433,cnn.feature-extraction,0.119639,45
1434,cnn.feature-extraction,0.073605,30
1435,cnn.feature-extraction,0.079427,30
1436,cnn.feature-extraction,0.094882,35
1437,cnn.feature-extraction,0.144928,50
1438,cnn.feature-extraction,0.500000,100
1439,cnn.feature-extraction,0.133024,50
1440,cnn.feature-extraction,0.208414,65
1441,cnn.training-loop,0.084866,45
1442,cnn.training-loop,0.064821,40
1443,cnn.training-loop,0.034654,25
1444,cnn.training-loop,0.064821,40
1445,cnn.training-loop,0.053032,35
1446,cnn.training-loop,0.144928,60
1447,cnn.training-loop,0.028334,20
1448,cnn.training-loop,0.063707,40
1449,cnn.training-loop,0.139700,60
1450,cnn.training-loop,0.038781,25
1451,cnn.training-loop,0.074847,40
1452,cnn.training-loop,0.034654,25
1453,cnn.training-loop,0.040000,25
1454,cnn.training-loop,0.024508,15
1455,cnn.training-loop,0.500000,100
1456,cnn.training-loop,0.248792,75
1457,cnn.training-loop,0.120688,55
1458,cnn.forward-hooks,0.089498,40
1459,cnn.forward-hooks,0.064821,30
1460,cnn.forward-hooks,0.034654,15
1461,cnn.forward-hooks,0.053032,25
1462,cnn.forward-hooks,0.079427,35
1463,cnn.forward-hooks,0.079427,35
1464,cnn.forward-hooks,0.120000,50
1465,cnn.forward-hooks,0.069336,35
1466,cnn.forward-hooks,0.079427,35
1467,cnn.forward-hooks,0.050000,25
1468,cnn.forward-hooks,0.500000,100
1469,cnn.forward-hooks,0.114144,50
1470,cnn.forward-hooks,0.100000,45
1471,torch.axis-reductions,0.049302,15
1472,torch.axis-reductions,0.067293,25
1473,torch.axis-reductions,0.046028,15
1475,torch.axis-reductions,0.117742,45
1477,torch.axis-reductions,0.071039,30
1479,torch.axis-reductions,0.135078,50
1480,torch.axis-reductions,0.056775,20
1482,torch.axis-reductions,0.234476,65
1483,torch.dtype-astype,0.049302,15
1484,torch.dtype-astype,0.070094,25
1485,torch.dtype-astype,0.060982,20
1486,torch.dtype-astype,0.078101,30
1487,torch.dtype-astype,0.220974,65
1488,torch.dtype-astype,0.240048,65
1489,torch.dtype-astype,0.143116,50
1490,torch.dtype-astype,0.138796,50
1491,torch.dtype-astype,0.371921,85
1492,torch.dtype-astype,0.142154,50
1493,torch.dtype-astype,0.179815,55
1494,torch.dtype-astype,0.198408,60
1496,torch.dtype-astype,0.161173,55
1497,torch.dtype-astype,0.179815,55
1498,torch.dtype-astype,0.290460,75
1499,torch.dtype-astype,0.266765,70
1500,torch.dtype-astype,0.354882,85
1501,torch.slicing-views,0.028334,20
1502,torch.slicing-views,0.031734,20
1503,torch.slicing-views,0.038781,25
1504,torch.slicing-views,0.056775,35
1505,torch.slicing-views,0.120688,55
1506,torch.slicing-views,0.198408,70
1507,torch.slicing-views,0.197031,70
1508,torch.argmin-argmax,0.073605,25
1509,torch.argmin-argmax,0.178028,55
1510,torch.argmin-argmax,0.148895,50
1511,torch.argmin-argmax,0.274486,70
1512,torch.boolean-masking,0.087967,35
1513,torch.boolean-masking,0.091991,35
1514,torch.boolean-masking,0.063364,25
1515,torch.boolean-masking,0.381374,85
1516,torch.boolean-masking,0.245073,70
1517,torch.dot-matmul-patterns,0.042541,20
1518,torch.dot-matmul-patterns,0.066957,35
1519,torch.dot-matmul-patterns,0.106327,45
1520,torch.dot-matmul-patterns,0.500000,100
1521,torch.linalg-basics,0.121388,50
1522,torch.linalg-basics,0.220574,65
1523,torch.linalg-basics,0.223708,65
1524,torch.views-and-copies,0.301019,65
1525,torch.views-and-copies,0.337004,70
1526,python.defining-functions,0.078101,30
1527,python.defining-functions,0.500000,100
1528,python.dots-and-imports,0.179129,55
1529,python.dots-and-imports,0.500000,100
1530,torch.broadcasting-rules,0.212871,60
1531,torch.broadcasting-rules,0.245073,65
1532,torch.broadcasting-rules,0.184826,55
1533,torch.broadcasting-rules,0.446333,95
1534,torch.broadcasting-rules,0.102325,35
1535,torch.broadcasting-rules,0.353056,80
1536,torch.broadcasting-rules,0.306738,75
1537,torch.broadcasting-rules,0.489389,100
1538,torch.constructors,0.176146,55
1539,torch.constructors,0.357978,80
1540,torch.constructors,0.190941,55
1541,torch.constructors,0.194683,55
1542,torch.constructors,0.103341,35
1543,torch.constructors,0.542049,100
1544,torch.constructors,0.194308,55
1545,torch.elementwise-ops,0.063707,35
1546,torch.elementwise-ops,0.226326,70
1547,torch.elementwise-ops,0.056775,30
1548,torch.elementwise-ops,0.150403,55
1549,torch.elementwise-ops,0.353394,85
1550,torch.elementwise-ops,0.500000,100
1551,torch.tensor-model,0.223708,60
1552,torch.tensor-model,0.337858,80
1553,torch.tensor-model,0.350610,80
1554,torch.tensor-model,0.410950,90
1555,einops.attention-einsum,0.106327,15
1556,einops.attention-einsum,0.147494,30
1557,einops.attention-einsum,0.211653,45
1558,einops.attention-einsum,0.307749,70
1559,einops.attention-einsum,0.500000,100
1560,einops.attention-einsum,0.284853,65
1561,einops.attention-einsum,0.122829,20
1562,einops.attention-einsum,0.317904,70
1563,torch.ranges,0.110222,15
1564,torch.ranges,0.293436,65
1565,torch.ranges,0.365307,80
1566,torch.ranges,0.411714,85
1567,torch.boolean-masking,0.077674,30
1568,torch.boolean-masking,0.207587,65
1569,torch.boolean-masking,0.224348,65
1570,torch.boolean-masking,0.264095,70
1571,torch.linalg-basics,0.060322,25
1572,torch.linalg-basics,0.046028,20
1573,torch.linalg-basics,0.049302,20
1574,torch.linalg-basics,0.081800,35
1575,torch.linalg-basics,0.500000,100
1576,torch.argmin-argmax,0.053032,15
1577,torch.argmin-argmax,0.053032,15
1578,torch.argmin-argmax,0.124225,45
1579,torch.argmin-argmax,0.147494,50
1580,torch.argmin-argmax,0.367204,85
1581,torch.stack-concat-interleave,0.063364,20
1582,torch.stack-concat-interleave,0.151714,50
1583,torch.stack-concat-interleave,0.148895,50
1584,torch.stack-concat-interleave,0.194562,60
1585,torch.axis-reductions,0.500000,100
1586,torch.slicing-views,0.042541,30
1587,torch.slicing-views,0.038781,25
1588,torch.slicing-views,0.031734,20
1589,torch.slicing-views,0.081575,45
1590,torch.transpose-axes,0.145496,45
1591,torch.transpose-axes,0.073135,20
1592,torch.transpose-axes,0.255201,65
1593,torch.views-and-copies,0.127002,20
1594,torch.views-and-copies,0.291278,60
1595,torch.views-and-copies,0.207587,45
1596,torch.views-and-copies,0.192590,40
1597,torch.views-and-copies,0.409140,85
1598,torch.out-argument,0.063364,20
1599,torch.out-argument,0.091991,30
1600,torch.out-argument,0.260022,70
1601,torch.slice-assignment,0.049042,20
1602,torch.slice-assignment,0.104895,45
1603,torch.slice-assignment,0.176466,60
1604,raytracing.ray-parametrisation,0.038781,20
1605,raytracing.ray-parametrisation,0.049042,25
1606,raytracing.ray-parametrisation,0.108390,45
1607,raytracing.make-rays-1d,0.059214,25
1608,raytracing.make-rays-1d,0.063364,25
1609,einops.dl-flatten-heads,0.098200,25
1610,einops.dl-flatten-heads,0.087967,25
1611,einops.dl-flatten-heads,0.145496,40
1612,einops.dl-flatten-heads,0.073605,15
1613,einops.dl-flatten-heads,0.116694,35
1614,einops.dl-flatten-heads,0.241055,60
1615,einops.dl-flatten-heads,0.247842,65
1616,einops.dl-flatten-heads,0.500000,100
1617,einops.dl-flatten-heads,0.233177,60
1618,einops.channel-groups-temporal,0.215692,20
1619,einops.channel-groups-temporal,0.400437,75
1620,einops.channel-groups-temporal,0.381553,70
1621,einops.channel-groups-temporal,0.500000,100
1622,einops.channel-groups-temporal,0.224559,25
1623,einops.channel-groups-temporal,0.410094,80
1624,einops.singleton-and-lists,0.429742,85
1625,einops.singleton-and-lists,0.209596,35
1626,einops.singleton-and-lists,0.556620,100
1627,einops.singleton-and-lists,0.304947,60
1628,einops.singleton-and-lists,0.433030,85
1629,einops.singleton-and-lists,0.392399,80
1630,einops.patches-space-depth,0.319011,40
1631,einops.patches-space-depth,0.500000,100
1632,einops.patches-space-depth,0.421535,75
1633,einops.patches-space-depth,0.442913,80
1634,einops.reduce-model,0.362852,75
1635,einops.reduce-model,0.516379,100
1636,einops.reduce-model,0.540145,100
1637,einops.reduce-model,0.625013,100
1638,einops.pooling,0.104895,35
1639,einops.pooling,0.150000,45
1640,einops.pooling,0.194562,55
1641,einops.pooling,0.104048,35
